cluster,violation_count,lat_center,lon_center,lat_std,lon_std,unique_vehicles,peak_violations,dominant_hour,dominant_day,dominant_type,peak_ratio,spread_m,hotspot_score,rank
37,64,12.9451875703125,77.59505707968749,0.0005072246791477196,0.0003746042805928927,59,27,21,Tuesday,['NO PARKING'],0.421875,69.9921009031626,91.0,150
116,82,12.982431380886993,77.56302280556379,0.0002312872302671032,0.0005666023313542208,80,8,6,Friday,['NO PARKING'],0.0975609756097561,67.93091037578245,90.0,151
200,82,12.931610186585367,77.58605077682927,0.0003885307003651457,6.77301896645645e-05,80,5,4,Saturday,['NO PARKING'],0.06097560975609756,43.77729163495948,87.0,152
219,55,12.880998881818183,77.64501590545456,0.0003259595629834703,0.0004826858196857047,45,32,21,Wednesday,['WRONG PARKING'],0.5818181818181818,64.65073362199368,87.0,153
215,74,12.988373736486487,77.5766884027027,0.0002970395645318728,0.0006890785944387683,71,12,2,Monday,['WRONG PARKING'],0.16216216216216217,83.29156372797695,86.00000000000001,154
173,71,12.958037909859154,77.58167163521126,0.0002848929087791855,0.0005361842823133003,69,15,0,Friday,['WRONG PARKING'],0.2112676056338028,67.39606608495188,86.0,155
450,67,13.018046071641791,77.59199113283582,0.00087182827729598,0.0002741583967005887,63,19,23,Wednesday,['WRONG PARKING'],0.2835820895522388,101.44497456832012,86.0,156
229,86,13.099643827906977,77.58867542906977,0.00016782207149973328,0.0002796441452370467,86,0,6,Sunday,['NO PARKING'],0.0,36.20116494640457,86.0,157
372,69,13.015271806827558,77.55511406080542,0.00016940843072650266,0.00020016627948154294,69,17,22,Friday,"['NO PARKING', 'PARKING IN A MAIN ROAD']",0.2463768115942029,29.10778036432698,86.0,158
209,74,13.099036395945946,77.5770633135135,0.00033748945734484316,0.0003190817679108435,68,11,0,Monday,['NO PARKING'],0.14864864864864866,51.553771464277894,85.0,159
43,65,12.903682264099603,77.70417900016936,0.0002655446216798753,0.00016384225502900899,62,20,6,Sunday,['WRONG PARKING'],0.3076923076923077,34.63453131871969,85.0,160
214,62,12.990121949789598,77.5035911,0.00016156860145245412,0.0007625905933790093,62,21,5,Friday,['NO PARKING'],0.3387096774193548,86.52653457869931,83.0,161
552,55,13.014132605454545,77.49213012181818,6.787703047433549e-05,0.0006567608733102229,53,27,7,Thursday,['WRONG PARKING'],0.4909090909090909,73.28876487822218,82.0,162
539,81,13.053831858024692,77.59282061481481,9.551892333988852e-05,0.0001497735458196723,79,0,6,Saturday,['WRONG PARKING'],0.0,19.71804316910129,81.0,163
87,73,12.917395824185492,77.67235792808219,0.0007348286514991349,0.0010806217856000595,71,8,5,Sunday,['NO PARKING'],0.1095890410958904,145.0543901869411,81.0,164
224,63,12.95158539998754,77.71745280543908,0.00028776388698435664,7.658612594942529e-05,57,18,2,Saturday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.2857142857142857,33.05368454744,80.99999999999999,165
310,79,12.968765898734178,77.5860427329114,0.0005709035545414777,0.0007133735790319715,76,0,3,Tuesday,['WRONG PARKING'],0.0,101.41979140735432,79.0,166
468,55,12.936557627272727,77.6058928290909,0.00023308496420584529,0.0005097181558424672,48,23,22,Saturday,['NO PARKING'],0.41818181818181815,62.213613559006,78.0,167
254,63,13.068474244444445,77.59272976349206,0.0004995489216179082,5.6775555003244274e-05,60,14,5,Sunday,['NO PARKING'],0.2222222222222222,55.80690876415398,77.0,168
376,75,12.931223341333332,77.69518781066667,0.0007497245470920032,0.0007177011554442103,75,2,5,Thursday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.02666666666666667,115.20398219122659,77.0,169
141,62,12.896615943548387,77.72008344354839,0.00014119580709574212,0.00017621665839185802,62,15,0,Friday,['WRONG PARKING'],0.24193548387096775,25.064519335601737,77.0,170
163,45,13.05828360888889,77.59152350222222,0.0002423234219557461,0.00012091300119874347,45,30,7,Tuesday,['WRONG PARKING'],0.6666666666666666,30.060430255426482,75.0,171
630,38,13.030040621052631,77.53819822105262,0.00017040364188156858,0.00030524656596122316,35,36,19,Sunday,['WRONG PARKING'],0.9473684210526315,38.80444222949083,74.0,172
42,70,12.936801277142857,77.6017533957143,0.0004903753118038758,0.00011977207996705249,70,2,1,Saturday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.02857142857142857,56.031728862452546,72.0,173
277,53,12.947145211320754,77.59079088301887,0.00023020548234154727,0.0003216539556866431,41,19,21,Tuesday,['NO PARKING'],0.3584905660377358,43.90549279484074,72.0,174
221,66,13.003452699999999,77.72350162272727,0.00010748695090739916,0.0001049846198171484,66,6,0,Tuesday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.09090909090909091,16.67780633601404,72.0,175
420,37,12.95665904054054,77.70857994594594,0.00024337805805847568,0.0004116345693243106,37,34,20,Monday,['WRONG PARKING'],0.918918918918919,53.080276345188636,71.0,176
807,68,13.001373554411764,77.59556167205882,0.0002980863860727431,0.00023684351585206718,42,3,22,Wednesday,['WRONG PARKING'],0.04411764705882353,42.26030283092716,71.0,177
228,66,12.894432237878787,77.59902728333334,0.0007768853982932617,0.00022660284035297336,63,4,1,Thursday,['NO PARKING'],0.06060606060606061,89.82772432832226,70.0,178
585,56,12.976912678571427,77.58902613392857,0.0002082916990571225,0.00033206744401797036,54,13,5,Sunday,['NO PARKING'],0.23214285714285715,43.510615206628785,69.0,179
58,58,12.971690246551724,77.50762166724138,0.00043902769493237253,0.000262880313228691,57,10,3,Friday,['NO PARKING'],0.1724137931034483,56.8002711587404,68.0,180
308,63,12.954407736507937,77.5911606968254,0.0005310439940768878,0.0007384910661822672,60,5,23,Saturday,['NO PARKING'],0.07936507936507936,100.96588179976794,68.0,181
435,50,12.919695638,77.583666764,0.00031708855512551764,0.00011555612428978241,49,17,22,Sunday,['WRONG PARKING'],0.34,37.46120409821353,67.0,182
245,66,13.050781981818181,77.55281588636365,0.00018516213095873393,0.00012714099609499076,64,1,2,Tuesday,['NO PARKING'],0.015151515151515152,24.93175831423537,67.0,183
545,53,13.071821794339622,77.63373158113207,0.0005791250523962808,9.564157660105365e-05,52,13,2,Thursday,['NO PARKING'],0.24528301886792453,65.15360916316396,66.0,184
234,60,12.987942578333334,77.73404272333333,6.93231809783157e-05,0.00011763797721816418,58,6,6,Tuesday,"['PARKING ON FOOTPATH', 'WRONG PARKING']",0.1,15.156438128065817,66.0,185
351,39,12.88743401025641,77.64070113589744,0.0005438775572321217,0.0003728427794027443,34,26,21,Sunday,['WRONG PARKING'],0.6666666666666666,73.19391976681031,65.0,186
368,58,12.922915036206897,77.65152354655173,0.0005291078816465774,0.00011671052240609187,56,6,5,Monday,['NO PARKING'],0.10344827586206896,60.142796849613696,64.0,187
844,47,12.8509053,77.65745645744681,0.0002133013544870756,7.025102426446534e-05,44,16,6,Wednesday,['WRONG PARKING'],0.3404255319148936,24.92751450234379,63.0,188
105,60,12.912303236666666,77.58589866333334,0.00033546680351318077,0.0005650676212595385,57,3,5,Wednesday,['NO PARKING'],0.05,72.94308164157661,63.0,189
551,60,12.975088741666667,77.60409644833334,0.0002735832537071009,0.0008057949975855458,57,3,6,Wednesday,['NO PARKING'],0.05,94.45789396042451,63.0,190
235,63,12.938343464459026,77.57692354546101,0.000934967090579923,8.529862833828281e-05,53,0,1,Monday,['WRONG PARKING'],0.0,104.21234964317543,63.0,191
204,57,12.915276494736842,77.58582229824562,0.00106828935827669,0.00011246546690616055,55,6,5,Wednesday,['WRONG PARKING'],0.10526315789473684,119.23542470524073,62.99999999999999,192
358,62,12.969061024193548,77.54561328709677,0.00050924328936807,0.00021437974540658566,59,0,22,Thursday,['NO PARKING'],0.0,61.330629317244906,62.0,193
484,52,13.02765255576923,77.58597748461538,0.0003810524179954385,0.00015513769644009037,51,10,1,Saturday,['WRONG PARKING'],0.19230769230769232,45.667921324387244,62.0,194
62,49,12.952052387755103,77.59069921020408,0.0005833824751794535,0.00019857943020799423,48,13,2,Friday,['NO PARKING'],0.2653061224489796,68.40418588847272,62.0,195
514,43,12.897767609302324,77.63449069534883,0.00048677400927151827,0.0004009930743672666,40,19,5,Thursday,['WRONG PARKING'],0.4418604651162791,70.00434649412024,61.99999999999999,196
26,46,12.916489504347826,77.63823788913044,0.00045611650653752786,0.00023753167014842067,46,15,23,Saturday,['NO PARKING'],0.32608695652173914,57.082883123322176,61.00000000000001,197
683,56,12.90944265892857,77.64454100714285,0.0005366272573886085,8.224921520867585e-05,56,4,4,Sunday,['NO PARKING'],0.07142857142857142,60.26121882283071,60.0,198
278,43,12.976085765116279,77.53155582093022,0.00012239548288369283,0.0005912039268501174,43,16,7,Wednesday,['WRONG PARKING'],0.37209302325581395,67.01520892253038,59.0,199
265,39,12.90593168974359,77.54233981025641,0.0002567232195788412,0.0004222663775122251,39,20,7,Thursday,['WRONG PARKING'],0.5128205128205128,54.85418581930785,59.0,200
188,56,12.997226098214286,77.56845388214286,0.00027435343528165867,8.989045476400268e-05,55,2,5,Saturday,['WRONG PARKING'],0.03571428571428571,32.04616354920437,58.00000000000001,201
49,43,12.91151991627907,77.62610326046511,0.00022014339691368907,0.0002689385176138128,41,15,2,Wednesday,['NO PARKING'],0.3488372093023256,38.5780562216546,58.0,202
112,36,13.083525488888888,77.63785164166667,0.00011545757112528895,0.0005896721410475983,36,22,7,Wednesday,['WRONG PARKING'],0.6111111111111112,66.69647096113013,58.0,203
190,38,12.931522450000001,77.59254486842106,0.00011106646841150773,7.184233151239156e-05,37,20,7,Wednesday,['WRONG PARKING'],0.5263157894736842,14.682695087493485,57.99999999999999,204
155,53,12.910061956603775,77.6864268264151,0.00038181460941959515,0.0009136305883595208,53,4,5,Monday,['NO PARKING'],0.07547169811320754,109.91260399982136,57.0,205
303,41,12.937165134146342,77.62710363170731,0.00014000764195189663,9.454204471511502e-05,41,16,8,Wednesday,['WRONG PARKING'],0.3902439024390244,18.752213330479094,56.99999999999999,206
548,40,12.956851275,77.57505051000001,7.179559214394695e-05,0.00011015299802287723,38,16,21,Tuesday,['NO PARKING'],0.4,14.594828583942784,56.0,207
477,44,12.947701797727273,77.53405191818182,0.0002911791085411364,0.0006065981487582157,42,12,4,Thursday,"['NO PARKING', 'PARKING IN A MAIN ROAD']",0.2727272727272727,74.68795553812312,56.0,208
181,36,12.92023920264393,77.62087000234595,0.0004524006872268507,0.00023315272924695477,36,20,18,Thursday,['NO PARKING'],0.5555555555555556,56.49306554531527,56.0,209
120,45,12.932102909069615,77.51572815469129,0.00047439774327901304,0.0002740583755593408,45,10,1,Monday,['NO PARKING'],0.2222222222222222,60.8135370914648,55.00000000000001,210
288,53,12.94019131509434,77.57303723584906,0.0002548016524190609,0.00015931237348099198,45,2,23,Tuesday,['NO PARKING'],0.03773584905660377,33.356250658074174,55.0,211
101,51,12.96903869019608,77.60199451960784,0.0004442747151272974,0.0005952943342638035,49,4,0,Thursday,['NO PARKING'],0.0784313725490196,82.45106352057438,55.0,212
519,45,12.956352535803706,77.73210207347724,0.0001541302674779563,0.0003955646353315624,45,9,3,Friday,"['PARKING NEAR BUSTOP/SCHOOL/HOSPITAL ETC', 'WRONG PARKING']",0.2,47.12306521098558,54.0,213
362,53,12.966944458490566,77.5432097,0.00032850813093440197,0.0006738308153347423,53,1,5,Sunday,['WRONG PARKING'],0.018867924528301886,83.21044202566924,54.0,214
197,41,12.906340117073169,77.59181743414635,0.00016745976218559422,0.0011610954626162999,41,13,21,Tuesday,['NO PARKING'],0.3170731707317073,130.21513303391913,54.0,215
442,40,13.121656932499999,77.6227535475,0.00011475552696046297,0.0011576208867475368,40,14,22,Saturday,['WRONG PARKING'],0.35,129.1257302758153,54.0,216
394,33,12.900377078787878,77.58585964545455,0.0003469723680983678,4.4151678129223054e-05,32,21,8,Wednesday,['NO PARKING'],0.6363636363636364,38.824492532802374,53.99999999999999,217
680,32,13.04735495625,77.5714268625,9.323304459716733e-05,0.0005573266869355538,25,21,21,Friday,['WRONG PARKING'],0.65625,62.722900794253206,53.0,218
806,52,12.999597434615385,77.59687037115386,0.00012507363146593728,0.0004621319930011568,30,0,22,Wednesday,['WRONG PARKING'],0.0,53.14215767006152,52.0,219
248,48,12.9593496158919,77.6563099789697,0.00016589652556438868,0.0006287897184939945,48,4,23,Monday,['NO PARKING'],0.08333333333333333,72.1839893538268,52.0,220
138,40,12.9917547775,77.53842632749999,0.0005505854527343288,0.00022941507896305892,39,12,4,Friday,['WRONG PARKING'],0.3,66.2080916836347,52.0,221
613,45,12.955347284444445,77.57988700444444,0.00018198486694790788,0.00034241946628068903,43,6,4,Tuesday,['NO PARKING'],0.13333333333333333,43.04304390112532,51.0,222
553,49,13.003523763265306,77.66275438163265,4.661691258654737e-05,8.747106825056356e-05,34,2,22,Thursday,['NO PARKING'],0.04081632653061224,11.002067985005247,51.0,223
304,31,12.951843036201378,77.57692349967742,0.0002701721503335071,0.00025014278416488533,31,20,8,Sunday,['WRONG PARKING'],0.6451612903225806,40.8691694665034,50.99999999999999,224
35,45,12.962446357777779,77.58969050222223,0.00047267993807517997,0.0004288927247142134,42,5,22,Wednesday,['NO PARKING'],0.1111111111111111,70.84681352867268,50.0,225
328,32,13.12210074375,77.610847371875,0.00037555850533303037,0.00036825292871800003,32,18,21,Friday,['WRONG PARKING'],0.5625,58.3837219693877,50.0,226
413,32,13.144286809375,77.617895503125,0.0002771022105121767,0.00014121495736246713,32,18,2,Wednesday,['NO PARKING'],0.5625,34.52212412502783,50.0,227
133,38,13.05488329736842,77.5076366736842,0.0003793717199328593,9.80101971669034e-05,37,12,5,Thursday,['NO PARKING'],0.3157894736842105,43.49286820509186,50.0,228
270,26,12.992213961538463,77.5508690423077,0.0006053765182597729,4.520985001318844e-05,26,24,19,Wednesday,['WRONG PARKING'],0.9230769230769231,67.3839174317538,50.0,229
119,49,12.908455228571428,77.60094216734694,8.164722897908384e-05,0.0006246208551263402,45,0,0,Sunday,['NO PARKING'],0.0,69.9227302372993,49.0,230
271,41,12.987011809317917,77.61940156594818,0.00022242458252627004,0.00015416035821030772,40,8,6,Saturday,['NO PARKING'],0.1951219512195122,30.039420185531405,49.0,231
503,44,12.924237266246843,77.67319655180724,0.0003060283817364322,0.0005076139240968811,44,5,6,Friday,['WRONG PARKING'],0.11363636363636363,65.79269417561717,48.99999999999999,232
148,35,12.870586325714285,77.65617982571429,0.00012522729063343954,0.0009861349589457247,34,13,5,Monday,['NO PARKING'],0.37142857142857144,110.34003177916293,48.0,233
309,44,12.989132220454547,77.50787021818182,0.00019209831976275046,0.00030430420541063927,44,4,23,Sunday,['NO PARKING'],0.09090909090909091,39.9450143308619,48.0,234
241,48,13.072634208333334,77.59016873541667,0.00015145626969955268,0.0003255392844793602,48,0,4,Sunday,['WRONG PARKING'],0.0,39.85422923647658,48.0,235
52,47,12.98550319574468,77.59425300212766,0.00028664709552465026,0.0003821519123679406,46,1,0,Wednesday,['NO PARKING'],0.02127659574468085,53.02578646198042,47.99999999999999,236
127,38,13.00681425,77.57881215,0.0003019298887205003,0.00020204144443674088,35,9,3,Friday,['NO PARKING'],0.23684210526315788,40.325614527600045,47.0,237
77,27,13.04597677458445,77.52227337567186,0.00042656929551798613,0.0003427294633428816,27,20,18,Wednesday,['NO PARKING'],0.7407407407407407,60.73889662784542,47.0,238
332,47,12.95461014680851,77.59314682340425,0.0001935657823815954,0.00026046771076846574,47,0,4,Wednesday,['NO PARKING'],0.0,36.02136257322676,47.0,239
557,30,12.91691956,77.59533927,0.00013144999731088257,0.0003992336824558514,30,17,7,Sunday,"['NO PARKING', 'WRONG PARKING', 'PARKING IN A MAIN ROAD']",0.5666666666666667,46.65522060647212,47.0,240
867,38,12.950552152631579,77.52180622894737,0.0004007017491225031,0.0003327894017151812,32,9,23,Monday,"['NO PARKING', 'PARKING IN A MAIN ROAD']",0.23684210526315788,57.817115625470585,47.0,241
300,39,12.985699021736279,77.58861618333331,0.00044614684336860593,0.0004193264570429018,38,8,2,Tuesday,['WRONG PARKING'],0.20512820512820512,67.96261635241957,47.0,242
449,37,12.974091632432433,77.50911153783784,0.000351696550115649,0.00022534894959471834,37,10,22,Saturday,['NO PARKING'],0.2702702702702703,46.364609973078544,47.0,243
381,41,13.18390233902439,77.68641455609756,8.693428230041485e-05,0.00026251170644609183,40,5,23,Wednesday,['WRONG PARKING'],0.12195121951219512,30.69505570017251,46.00000000000001,244
108,31,12.998921777419355,77.68806245806451,0.0004632922301020356,0.00044701566696793297,27,15,21,Thursday,['NO PARKING'],0.4838709677419355,71.46044283088018,46.0,245
192,37,13.002923583783783,77.52603593783783,0.0005469859720490616,0.00038361639067248496,37,9,5,Tuesday,"['PARKING IN A MAIN ROAD', 'NO PARKING']",0.24324324324324326,74.15889886817926,46.0,246
390,23,12.98669929130435,77.69011605652173,0.00011205537962586247,0.0001527304185488467,23,23,19,Wednesday,['WRONG PARKING'],1.0,21.02651434880024,46.0,247
170,31,13.026398348387097,77.7205479064516,0.00017814298540037407,0.0003039446692373276,31,15,20,Friday,['NO PARKING'],0.4838709677419355,39.10561431575534,46.0,248
421,26,12.87300778035784,77.59420155740544,0.0002135759382491675,0.00016895592498654007,25,19,21,Friday,['WRONG PARKING'],0.7307692307692307,30.228050617707456,45.0,249
323,36,12.998296583333333,77.58176956111112,0.00020038549919044733,0.00020582379187461102,33,9,5,Wednesday,['NO PARKING'],0.25,31.885758371707993,45.0,250
565,40,12.9961059,77.6170650975,0.00019132857896362676,0.000385821500172031,35,5,3,Monday,['NO PARKING'],0.125,47.80285012395607,45.0,251
473,35,13.1211805,77.6172795,0.00014222228666270102,0.0007520695532558728,33,10,22,Saturday,['WRONG PARKING'],0.2857142857142857,84.95930078720636,44.99999999999999,252
403,39,12.94225579230769,77.62243938205128,0.00014893801851867467,0.00032814222756484654,39,5,23,Sunday,['NO PARKING'],0.1282051282051282,40.00004089837424,44.0,253
629,24,12.972286470833334,77.59390184166666,0.00015021177363437648,0.00019987141283140346,22,20,20,Saturday,['NO PARKING'],0.8333333333333334,27.75269907918286,44.0,254
171,29,12.920084062068966,77.61042942758621,0.00026140329735321215,0.00012347431166617105,28,15,8,Wednesday,['WRONG PARKING'],0.5172413793103449,32.089865695185594,44.0,255
311,34,13.099346338235293,77.59743850882353,0.00023872278587023312,0.00014902905831659871,33,10,20,Thursday,['WRONG PARKING'],0.29411764705882354,31.237819642454006,44.0,256
231,41,12.97992162195122,77.65236418292683,0.0004350343713500032,0.00045591197500626895,38,3,23,Wednesday,['NO PARKING'],0.07317073170731707,69.94855332157003,44.0,257
445,40,12.94218491,77.7472084375,0.00041311516355475945,0.0001815465253466254,40,4,5,Tuesday,['WRONG PARKING'],0.1,50.088346182746996,44.0,258
734,40,12.922192749999999,77.5807073425,0.0004002776837419365,6.285636817022504e-05,39,3,23,Saturday,['NO PARKING'],0.075,44.97529706052295,43.0,259
462,43,12.977897290697676,77.71307592790698,0.00010368304452032375,0.0003127652073337746,43,0,1,Thursday,"['WRONG PARKING', 'PARKING IN A MAIN ROAD']",0.0,36.574836643350885,43.0,260
684,25,12.960338548,77.562626388,8.593963055511799e-05,0.0003944084825434857,24,18,20,Saturday,"['PARKING IN A MAIN ROAD', 'NO PARKING']",0.72,44.80657287588921,43.0,261
661,35,13.120020711428571,77.61004152857143,0.0003265027463821822,0.0002042226532468977,34,8,22,Friday,['WRONG PARKING'],0.22857142857142856,42.74738630870191,43.0,262
55,43,12.917065086046511,77.50018434883721,0.00020070900943223712,8.594046768827347e-05,38,0,5,Thursday,['NO PARKING'],0.0,24.235108290672887,43.0,263
593,32,13.02195000625,77.532675078125,0.0003622074587659247,0.0002989395286073463,32,11,22,Tuesday,['WRONG PARKING'],0.34375,52.129727465858245,43.0,264
329,31,12.840941567741936,77.65004196451613,0.00013927568198138918,0.0004828497672144701,31,11,0,Saturday,['WRONG PARKING'],0.3548387096774194,55.78140565951725,42.00000000000001,265
500,32,12.854957409375,77.66496879375,0.00019730629922946975,0.0002917484565436801,32,10,3,Tuesday,"['PARKING IN A MAIN ROAD', 'WRONG PARKING']",0.3125,39.09453054211286,42.0,266
349,33,12.97735623939394,77.55296849999999,0.0009430657416569591,0.00029444775427825117,33,8,7,Sunday,['WRONG PARKING'],0.24242424242424243,109.66398196718335,41.0,267
198,38,12.962198286842106,77.6491182131579,4.8882883596353675e-05,0.000161236462531501,36,3,23,Sunday,['NO PARKING'],0.07894736842105263,18.701682791776708,41.0,268
601,26,12.81985423076923,77.68771993076923,0.00048246864500689165,0.0002933038175975887,26,15,21,Thursday,"['PARKING ON FOOTPATH', 'WRONG PARKING']",0.5769230769230769,62.673545267635646,41.0,269
540,29,12.875990993103448,77.61671797931034,0.00015848136197508728,0.00018421167440142488,29,12,7,Sunday,['NO PARKING'],0.41379310344827586,26.973293047373794,41.0,270
48,33,12.973462336363637,77.60955446666667,0.00042625485541076516,0.0003788418928609877,32,7,3,Monday,['NO PARKING'],0.21212121212121213,63.300603433536146,40.0,271
136,39,13.071624648717949,77.59317050512821,8.052284040730925e-05,3.865738813634717e-05,39,1,23,Tuesday,['NO PARKING'],0.02564102564102564,9.914680983977162,40.0,272
316,22,12.883623745454544,77.64292432727274,0.00016825525316131997,0.00016854391876941455,21,18,20,Wednesday,['WRONG PARKING'],0.8181818181818182,26.434990308598774,40.0,273
317,25,12.989280852,77.602164448,0.0005574477943568944,0.0004580478906144775,23,14,21,Wednesday,['NO PARKING'],0.56,80.0860125777274,39.0,274
409,25,13.050244292,77.494542196,0.0001102412994299653,0.0002850546957460801,23,14,20,Monday,['WRONG PARKING'],0.56,33.92486222374153,39.0,275
25,37,12.919992332432432,77.64511590270271,0.0006385124018001419,0.00013412703863229723,37,2,23,Monday,['NO PARKING'],0.05405405405405406,72.42170733285957,38.99999999999999,276
731,32,12.989470715625,77.609029653125,0.0008815629423703191,0.00020334137351501406,31,6,6,Friday,['NO PARKING'],0.1875,100.42285609776559,38.0,277
723,33,13.071037566666666,77.59252954545455,0.00012485688974477437,5.923073047013696e-05,31,5,0,Saturday,['WRONG PARKING'],0.15151515151515152,15.33951018967459,38.0,278
273,33,13.184098051515152,77.68783751818182,0.00018926947409899386,0.00018436692601801887,33,5,22,Wednesday,['WRONG PARKING'],0.15151515151515152,29.328816751327853,38.0,279
203,25,12.911082228,77.578304416,0.00030190750310790535,0.0001731398728360464,25,12,5,Thursday,['WRONG PARKING'],0.48,38.63143765714544,37.0,280
256,33,13.058280745454544,77.59315310606061,0.00039073434716765986,9.539441787282922e-05,29,4,5,Friday,['NO PARKING'],0.12121212121212122,44.64538463990118,37.0,281
578,34,12.95800520882353,77.56738653235294,0.00027982385949729274,0.00014775580944681376,34,3,5,Thursday,"['NO PARKING', 'WRONG PARKING']",0.08823529411764706,35.124646715727295,37.0,282
354,31,12.894269156286073,77.65715222867604,0.0002767410125315786,0.0001665967095646868,31,6,5,Monday,['NO PARKING'],0.1935483870967742,35.854898918259316,37.0,283
150,29,12.99945638275862,77.48876152068966,0.00021024951514952585,0.00017096301893312533,29,8,5,Friday,['WRONG PARKING'],0.27586206896551724,30.079405093199533,37.0,284
158,31,13.02277229032258,77.56296108387097,0.0007986439700534198,0.00017355076125096427,31,6,0,Sunday,['WRONG PARKING'],0.1935483870967742,90.71845072586981,37.0,285
99,22,12.98377131790035,77.5291081918808,0.00010536505583975844,0.00026007955324263663,21,15,7,Monday,['NO PARKING'],0.6818181818181818,31.14794672743786,37.0,286
90,36,12.997196425,77.58342141666667,0.00023699344339930155,0.0003715497570982346,33,1,5,Saturday,"['DOUBLE PARKING', 'WRONG PARKING']",0.027777777777777776,48.917526738694384,37.0,287
768,24,13.032001558333334,77.5638426625,0.0005554145744339226,7.24373121090802e-05,22,13,21,Saturday,['WRONG PARKING'],0.5416666666666666,62.17313166506468,37.0,288
431,33,12.916986006060606,77.59686494545456,0.0002570126248598059,0.00016110913826145637,33,3,3,Saturday,['NO PARKING'],0.09090909090909091,33.67009745863326,36.0,289
210,32,13.02905754375,77.57085678749999,9.904340507406552e-05,8.713972002829254e-05,31,4,2,Saturday,['NO PARKING'],0.125,14.64313703673768,36.0,290
451,36,12.951559922222224,77.60759221666666,0.0001267415370204067,0.0002945484917634235,29,0,4,Tuesday,['NO PARKING'],0.0,35.59315539108731,36.0,291
678,18,13.03473118888889,77.73403422222222,0.00017008377827984968,0.00026567812802592985,18,18,21,Sunday,"['PARKING ON FOOTPATH', 'NO PARKING']",1.0,35.015769311748414,36.0,292
357,34,13.00288318235294,77.55331891764706,0.00031516828065904695,0.00012394640697533591,34,2,23,Saturday,['WRONG PARKING'],0.058823529411764705,37.591778079846875,36.0,293
426,33,12.903846554545455,77.58575716969698,0.0007604234047105266,6.642219360470243e-05,33,3,1,Thursday,['NO PARKING'],0.09090909090909091,84.72839202059185,36.0,294
89,34,12.893828594117647,77.56778893529412,4.696626088303876e-05,0.00016343314615728543,29,2,5,Sunday,['NO PARKING'],0.058823529411764705,18.875295564549347,36.0,295
907,23,12.961452673913042,77.73273667826086,0.0006348483714574582,0.0001767258018801321,23,13,8,Monday,['NO PARKING'],0.5652173913043478,73.14760733192645,36.0,296
386,25,12.990798704,77.600697376,0.0003365433014239372,0.00023729255199796871,23,11,22,Wednesday,['NO PARKING'],0.44,45.70843996925292,36.0,297
266,21,13.018751838095238,77.55339603333334,0.00043480391152316537,0.000275522705658282,20,15,19,Tuesday,['NO PARKING'],0.7142857142857143,57.1372112183556,36.0,298
129,35,12.988096780000001,77.57246687428572,0.00035285954196020655,0.00034232014800738224,32,1,2,Thursday,['NO PARKING'],0.02857142857142857,54.57012657834844,36.0,299
50,29,12.961129931034483,77.5837893448276,0.0004102876265529839,0.00017559197546611867,29,6,0,Friday,['NO PARKING'],0.20689655172413793,49.537408306828404,35.0,300
232,29,12.95573381724138,77.54604666896552,0.00029432995341604985,0.0003870738680925759,28,6,23,Tuesday,['NO PARKING'],0.20689655172413793,53.975717527658,35.0,301
667,34,13.020269644117647,77.5376357,0.0003074740079590946,0.0005577761427789306,31,1,2,Monday,['WRONG PARKING'],0.029411764705882353,70.69702245430062,35.0,302
255,33,13.072183015151516,77.59194836060605,0.0001848548621909416,0.00039253316734239285,33,2,4,Sunday,['WRONG PARKING'],0.06060606060606061,48.1609042532838,35.0,303
205,17,12.966973976470587,77.56811065882353,0.00038511203650601567,6.609165093936728e-05,15,17,21,Friday,['NO PARKING'],1.0,43.372372854742835,34.0,304
714,23,13.00601505652174,77.5932052,0.0002822610007930849,0.00018290896394354786,19,11,21,Wednesday,['NO PARKING'],0.4782608695652174,37.33413042523059,34.0,305
625,27,12.862474322222223,77.53014677407408,0.00027103488894527456,0.00031712613796055816,24,7,6,Tuesday,['NO PARKING'],0.25925925925925924,46.305615828188195,34.0,306
82,25,12.963115304,77.601300216,0.000113719019517604,0.0003301889656955348,25,9,1,Friday,['NO PARKING'],0.36,38.76376328845713,34.0,307
486,18,12.999948611111112,77.61917774444444,0.0002935429638639731,0.00037129821726419117,18,15,9,Saturday,['WRONG PARKING'],0.8333333333333334,52.53828728896633,33.0,308
405,24,12.93863382826229,77.58001265730924,0.0006064824859645041,0.00018115380485551083,21,9,21,Tuesday,['NO PARKING'],0.375,70.25850258456308,33.0,309
319,23,12.946278230434782,77.58816548260869,0.00010022913945191308,0.00035555708102560425,23,9,4,Monday,['NO PARKING'],0.391304347826087,41.004956233545265,32.0,310
496,28,13.039568771428572,77.58971244285715,0.00011539030338942128,0.0001582069985498205,28,4,4,Friday,['NO PARKING'],0.14285714285714285,21.73570939573669,32.0,311
337,23,12.981271769700621,77.63059087652174,0.0003226017808081399,0.0003927830465562265,21,9,20,Monday,"['NO PARKING', 'PARKING ON FOOTPATH']",0.391304347826087,56.419284433136454,32.0,312
